filename,paper,page,condition
BITE402L-CAT-1-A1-2025-2026/page_01_uneven_lighting.jpg,BITE402L-CAT-1-A1-2025-2026,01,uneven_lighting
BITE407L-CAT-1-B1-2025-2026/page_01_blur.jpg,BITE407L-CAT-1-B1-2025-2026,01,blur
BITE407L-CAT-1-B1-2025-2026/page_01_bright_light.jpg,BITE407L-CAT-1-B1-2025-2026,01,bright_light
BITE407L-CAT-1-B1-2025-2026/page_01_combined.jpg,BITE407L-CAT-1-B1-2025-2026,01,combined
BITE407L-CAT-1-B1-2025-2026/page_01_jpeg_compression.jpg,BITE407L-CAT-1-B1-2025-2026,01,jpeg_compression
BITE407L-CAT-1-B1-2025-2026/page_01_low_light.jpg,BITE407L-CAT-1-B1-2025-2026,01,low_light
BITE407L-CAT-1-B1-2025-2026/page_01_normal.jpg,BITE407L-CAT-1-B1-2025-2026,01,normal
BITE407L-CAT-1-B1-2025-2026/page_01_perspective.jpg,BITE407L-CAT-1-B1-2025-2026,01,perspective
BITE407L-CAT-1-B1-2025-2026/page_01_sensor_noise.jpg,BITE407L-CAT-1-B1-2025-2026,01,sensor_noise
BITE407L-CAT-1-B1-2025-2026/page_01_shadow.jpg,BITE407L-CAT-1-B1-2025-2026,01,shadow
BITE407L-CAT-1-B1-2025-2026/page_01_uneven_lighting.jpg,BITE407L-CAT-1-B1-2025-2026,01,uneven_lighting
BITE407L-CAT-2-B1-2025-2026/page_01_blur.jpg,BITE407L-CAT-2-B1-2025-2026,01,blur
BITE407L-CAT-2-B1-2025-2026/page_01_bright_light.jpg,BITE407L-CAT-2-B1-2025-2026,01,bright_light
BITE407L-CAT-2-B1-2025-2026/page_01_combined.jpg,BITE407L-CAT-2-B1-2025-2026,01,combined
BITE407L-CAT-2-B1-2025-2026/page_01_jpeg_compression.jpg,BITE407L-CAT-2-B1-2025-2026,01,jpeg_compression
BITE407L-CAT-2-B1-2025-2026/page_01_low_light.jpg,BITE407L-CAT-2-B1-2025-2026,01,low_light
BITE407L-CAT-2-B1-2025-2026/page_01_normal.jpg,BITE407L-CAT-2-B1-2025-2026,01,normal
BITE407L-CAT-2-B1-2025-2026/page_01_perspective.jpg,BITE407L-CAT-2-B1-2025-2026,01,perspective
BITE407L-CAT-2-B1-2025-2026/page_01_sensor_noise.jpg,BITE407L-CAT-2-B1-2025-2026,01,sensor_noise
BITE407L-CAT-2-B1-2025-2026/page_01_shadow.jpg,BITE407L-CAT-2-B1-2025-2026,01,shadow
BITE407L-CAT-2-B1-2025-2026/page_01_uneven_lighting.jpg,BITE407L-CAT-2-B1-2025-2026,01,uneven_lighting
