filename,document,page,gap_index,bit,shift,word
001769.png,DOC002,0,269,0,-0.12,challenge
001770.png,DOC002,0,270,0,-0.12,is
001771.png,DOC002,0,271,0,-0.12,overcoming
001772.png,DOC002,0,272,1,0.12,the
001773.png,DOC002,0,273,0,-0.12,physical
001774.png,DOC002,0,274,1,0.12,channel
001775.png,DOC002,0,275,0,-0.12,introduced
001776.png,DOC002,0,276,1,0.12,by
001777.png,DOC002,0,277,0,-0.12,printers
001778.png,DOC002,0,278,0,-0.12,and
001779.png,DOC002,0,279,0,-0.12,smartphone
001780.png,DOC002,0,280,0,-0.12,cameras.
001781.png,DOC002,0,281,0,-0.12,This
001782.png,DOC002,0,282,0,-0.12,requires
001783.png,DOC002,0,283,1,0.12,highly
001784.png,DOC002,0,284,0,-0.12,error
001785.png,DOC002,0,285,0,-0.12,correction
001786.png,DOC002,0,286,0,-0.12,"mechanisms,"
001787.png,DOC002,0,287,0,-0.12,such
001788.png,DOC002,0,288,0,-0.12,as
001789.png,DOC002,0,289,1,0.12,Reed-Solomon
001790.png,DOC002,0,290,1,0.12,"coding,"
001791.png,DOC002,0,291,0,-0.12,combined
001792.png,DOC002,0,292,0,-0.12,deep
001793.png,DOC002,0,293,0,-0.12,learning-based
001794.png,DOC002,0,294,0,-0.12,document
001795.png,DOC002,0,295,0,-0.12,dewarping
001796.png,DOC002,0,296,0,-0.12,and
001797.png,DOC002,0,297,0,-0.12,residual
001798.png,DOC002,0,298,1,0.12,feature
001799.png,DOC002,0,299,0,-0.12,extraction
001800.png,DOC002,0,300,1,0.12,reliably
001801.png,DOC002,0,301,0,-0.12,recover
001802.png,DOC002,0,302,0,-0.12,the
001803.png,DOC002,0,303,0,-0.12,embedded
001804.png,DOC002,0,304,0,-0.12,cryptographic
001805.png,DOC002,0,305,0,-0.12,QUESTION
001806.png,DOC002,0,306,1,0.12,The
001807.png,DOC002,0,307,0,-0.12,rapid
001808.png,DOC002,0,308,0,-0.12,advancement
001809.png,DOC002,0,309,1,0.12,of
001810.png,DOC002,0,310,0,-0.12,artificial
001811.png,DOC002,0,311,0,-0.12,intelligence
001812.png,DOC002,0,312,0,-0.12,and
001813.png,DOC002,0,313,0,-0.12,machine
001814.png,DOC002,0,314,0,-0.12,has
001815.png,DOC002,0,315,1,0.12,fundamentally
001816.png,DOC002,0,316,0,-0.12,altered
001817.png,DOC002,0,317,0,-0.12,the
001818.png,DOC002,0,318,0,-0.12,landscape
001819.png,DOC002,0,319,0,-0.12,of
001820.png,DOC002,0,320,0,-0.12,modern
001821.png,DOC002,0,321,1,0.12,computing.
001822.png,DOC002,0,322,0,-0.12,When
001823.png,DOC002,0,323,1,0.12,scalable
001824.png,DOC002,0,324,1,0.12,distributed
001825.png,DOC002,0,325,1,0.12,"systems,"
001826.png,DOC002,0,326,0,-0.12,engineers
001827.png,DOC002,0,327,1,0.12,must
001828.png,DOC002,0,328,1,0.12,carefully
001829.png,DOC002,0,329,1,0.12,consider
001830.png,DOC002,0,330,0,-0.12,the
001831.png,DOC002,0,331,0,-0.12,between
001832.png,DOC002,0,332,0,-0.12,"latency,"
001833.png,DOC002,0,333,0,-0.12,"throughput,"
001834.png,DOC002,0,334,0,-0.12,and
001835.png,DOC002,0,335,0,-0.12,fault
001836.png,DOC002,0,336,1,0.12,tolerance.
001837.png,DOC002,0,337,1,0.12,In
001838.png,DOC002,0,338,0,-0.12,the
001839.png,DOC002,0,339,1,0.12,context
001840.png,DOC002,0,340,1,0.12,of
001841.png,DOC002,0,341,1,0.12,"steganography,"
001842.png,DOC002,0,342,1,0.12,the
001843.png,DOC002,0,343,1,0.12,primary
001844.png,DOC002,0,344,0,-0.12,challenge
001845.png,DOC002,0,345,0,-0.12,is
001846.png,DOC002,0,346,1,0.12,overcoming
001847.png,DOC002,0,347,1,0.12,the
001848.png,DOC002,0,348,0,-0.12,physical
001849.png,DOC002,0,349,0,-0.12,channel
001850.png,DOC002,0,350,0,-0.12,introduced
001851.png,DOC002,0,351,1,0.12,by
001852.png,DOC002,0,352,0,-0.12,printers
001853.png,DOC002,0,353,0,-0.12,and
001854.png,DOC002,0,354,0,-0.12,smartphone
001855.png,DOC002,0,355,0,-0.12,cameras.
001856.png,DOC002,0,356,1,0.12,This
001857.png,DOC002,0,357,0,-0.12,requires
001858.png,DOC002,0,358,0,-0.12,highly
001859.png,DOC002,0,359,0,-0.12,error
001860.png,DOC002,0,360,0,-0.12,correction
001861.png,DOC002,0,361,0,-0.12,"mechanisms,"
001862.png,DOC002,0,362,0,-0.12,such
001863.png,DOC002,0,363,1,0.12,as
001864.png,DOC002,0,364,0,-0.12,Reed-Solomon
001865.png,DOC002,0,365,0,-0.12,"coding,"
001866.png,DOC002,0,366,1,0.12,combined
001867.png,DOC002,0,367,0,-0.12,deep
001868.png,DOC002,0,368,0,-0.12,learning-based
001869.png,DOC002,0,369,0,-0.12,document
001870.png,DOC002,0,370,0,-0.12,dewarping
001871.png,DOC002,0,371,0,-0.12,and
001872.png,DOC002,0,372,0,-0.12,residual
001873.png,DOC002,0,373,0,-0.12,feature
001874.png,DOC002,0,374,0,-0.12,extraction
001875.png,DOC002,1,0,0,-0.12,CONFIDENTIAL
001876.png,DOC002,1,1,0,-0.12,ENGINEERING
001877.png,DOC002,1,2,0,-0.12,EXAM
001878.png,DOC002,1,3,1,0.12,-
001879.png,DOC002,1,4,0,-0.12,PAGE
001880.png,DOC002,1,5,1,0.12,QUESTION
001881.png,DOC002,1,6,1,0.12,The
001882.png,DOC002,1,7,0,-0.12,rapid
001883.png,DOC002,1,8,0,-0.12,advancement
001884.png,DOC002,1,9,0,-0.12,of
001885.png,DOC002,1,10,0,-0.12,artificial
001886.png,DOC002,1,11,0,-0.12,intelligence
001887.png,DOC002,1,12,1,0.12,and
001888.png,DOC002,1,13,0,-0.12,machine
001889.png,DOC002,1,14,1,0.12,has
001890.png,DOC002,1,15,0,-0.12,fundamentally
001891.png,DOC002,1,16,1,0.12,altered
001892.png,DOC002,1,17,0,-0.12,the
001893.png,DOC002,1,18,0,-0.12,landscape
001894.png,DOC002,1,19,0,-0.12,of
001895.png,DOC002,1,20,0,-0.12,modern
001896.png,DOC002,1,21,0,-0.12,computing.
001897.png,DOC002,1,22,0,-0.12,When
001898.png,DOC002,1,23,0,-0.12,scalable
001899.png,DOC002,1,24,0,-0.12,distributed
001900.png,DOC002,1,25,0,-0.12,"systems,"
001901.png,DOC002,1,26,1,0.12,engineers
001902.png,DOC002,1,27,0,-0.12,must
001903.png,DOC002,1,28,0,-0.12,carefully
001904.png,DOC002,1,29,1,0.12,consider
001905.png,DOC002,1,30,1,0.12,the
001906.png,DOC002,1,31,1,0.12,between
001907.png,DOC002,1,32,1,0.12,"latency,"
001908.png,DOC002,1,33,1,0.12,"throughput,"
001909.png,DOC002,1,34,0,-0.12,and
001910.png,DOC002,1,35,0,-0.12,fault
001911.png,DOC002,1,36,0,-0.12,tolerance.
001912.png,DOC002,1,37,1,0.12,In
001913.png,DOC002,1,38,1,0.12,the
001914.png,DOC002,1,39,1,0.12,context
001915.png,DOC002,1,40,0,-0.12,of
001916.png,DOC002,1,41,1,0.12,"steganography,"
001917.png,DOC002,1,42,1,0.12,the
001918.png,DOC002,1,43,0,-0.12,primary
001919.png,DOC002,1,44,1,0.12,challenge
001920.png,DOC002,1,45,0,-0.12,is
001921.png,DOC002,1,46,1,0.12,overcoming
001922.png,DOC002,1,47,0,-0.12,the
001923.png,DOC002,1,48,1,0.12,physical
001924.png,DOC002,1,49,0,-0.12,channel
001925.png,DOC002,1,50,1,0.12,introduced
001926.png,DOC002,1,51,0,-0.12,by
001927.png,DOC002,1,52,0,-0.12,printers
001928.png,DOC002,1,53,0,-0.12,and
001929.png,DOC002,1,54,0,-0.12,smartphone
001930.png,DOC002,1,55,0,-0.12,cameras.
001931.png,DOC002,1,56,0,-0.12,This
001932.png,DOC002,1,57,0,-0.12,requires
001933.png,DOC002,1,58,0,-0.12,highly
001934.png,DOC002,1,59,0,-0.12,error
001935.png,DOC002,1,60,1,0.12,correction
001936.png,DOC002,1,61,1,0.12,"mechanisms,"
001937.png,DOC002,1,62,0,-0.12,such
001938.png,DOC002,1,63,0,-0.12,as
001939.png,DOC002,1,64,0,-0.12,Reed-Solomon
001940.png,DOC002,1,65,0,-0.12,"coding,"
001941.png,DOC002,1,66,0,-0.12,combined
001942.png,DOC002,1,67,0,-0.12,deep
001943.png,DOC002,1,68,0,-0.12,learning-based
001944.png,DOC002,1,69,0,-0.12,document
001945.png,DOC002,1,70,0,-0.12,dewarping
001946.png,DOC002,1,71,1,0.12,and
001947.png,DOC002,1,72,1,0.12,residual
001948.png,DOC002,1,73,1,0.12,feature
001949.png,DOC002,1,74,0,-0.12,extraction
001950.png,DOC002,1,75,1,0.12,reliably
001951.png,DOC002,1,76,0,-0.12,recover
001952.png,DOC002,1,77,0,-0.12,the
001953.png,DOC002,1,78,0,-0.12,embedded
001954.png,DOC002,1,79,0,-0.12,cryptographic
001955.png,DOC002,1,80,0,-0.12,QUESTION
001956.png,DOC002,1,81,0,-0.12,The
001957.png,DOC002,1,82,0,-0.12,rapid
001958.png,DOC002,1,83,0,-0.12,advancement
001959.png,DOC002,1,84,1,0.12,of
001960.png,DOC002,1,85,0,-0.12,artificial
001961.png,DOC002,1,86,0,-0.12,intelligence
001962.png,DOC002,1,87,1,0.12,and
001963.png,DOC002,1,88,1,0.12,machine
001964.png,DOC002,1,89,0,-0.12,has
001965.png,DOC002,1,90,1,0.12,fundamentally
001966.png,DOC002,1,91,0,-0.12,altered
001967.png,DOC002,1,92,0,-0.12,the
001968.png,DOC002,1,93,0,-0.12,landscape
001969.png,DOC002,1,94,0,-0.12,of
001970.png,DOC002,1,95,0,-0.12,modern
001971.png,DOC002,1,96,0,-0.12,computing.
001972.png,DOC002,1,97,0,-0.12,When
001973.png,DOC002,1,98,0,-0.12,scalable
001974.png,DOC002,1,99,1,0.12,distributed
001975.png,DOC002,1,100,0,-0.12,"systems,"
001976.png,DOC002,1,101,0,-0.12,engineers
001977.png,DOC002,1,102,0,-0.12,must
001978.png,DOC002,1,103,0,-0.12,carefully
001979.png,DOC002,1,104,1,0.12,consider
001980.png,DOC002,1,105,0,-0.12,the
001981.png,DOC002,1,106,0,-0.12,between
001982.png,DOC002,1,107,0,-0.12,"latency,"
001983.png,DOC002,1,108,0,-0.12,"throughput,"
001984.png,DOC002,1,109,0,-0.12,and
001985.png,DOC002,1,110,1,0.12,fault
001986.png,DOC002,1,111,0,-0.12,tolerance.
001987.png,DOC002,1,112,0,-0.12,In
001988.png,DOC002,1,113,0,-0.12,the
001989.png,DOC002,1,114,0,-0.12,context
001990.png,DOC002,1,115,0,-0.12,of
001991.png,DOC002,1,116,0,-0.12,"steganography,"
001992.png,DOC002,1,117,1,0.12,the
001993.png,DOC002,1,118,1,0.12,primary
001994.png,DOC002,1,119,0,-0.12,challenge
001995.png,DOC002,1,120,0,-0.12,is
001996.png,DOC002,1,121,0,-0.12,overcoming
001997.png,DOC002,1,122,0,-0.12,the
001998.png,DOC002,1,123,0,-0.12,physical
001999.png,DOC002,1,124,0,-0.12,channel
002000.png,DOC002,1,125,1,0.12,introduced
002001.png,DOC002,1,126,0,-0.12,by
002002.png,DOC002,1,127,1,0.12,printers
002003.png,DOC002,1,128,1,0.12,and
002004.png,DOC002,1,129,1,0.12,smartphone
002005.png,DOC002,1,130,0,-0.12,cameras.
002006.png,DOC002,1,131,0,-0.12,This
002007.png,DOC002,1,132,0,-0.12,requires
002008.png,DOC002,1,133,1,0.12,highly
002009.png,DOC002,1,134,0,-0.12,error
002010.png,DOC002,1,135,1,0.12,correction
002011.png,DOC002,1,136,0,-0.12,"mechanisms,"
002012.png,DOC002,1,137,0,-0.12,such
002013.png,DOC002,1,138,1,0.12,as
002014.png,DOC002,1,139,1,0.12,Reed-Solomon
002015.png,DOC002,1,140,1,0.12,"coding,"
002016.png,DOC002,1,141,1,0.12,combined
002017.png,DOC002,1,142,0,-0.12,deep
002018.png,DOC002,1,143,0,-0.12,learning-based
002019.png,DOC002,1,144,0,-0.12,document
002020.png,DOC002,1,145,0,-0.12,dewarping
002021.png,DOC002,1,146,0,-0.12,and
002022.png,DOC002,1,147,0,-0.12,residual
002023.png,DOC002,1,148,1,0.12,feature
002024.png,DOC002,1,149,0,-0.12,extraction
002025.png,DOC002,1,150,0,-0.12,reliably
002026.png,DOC002,1,151,0,-0.12,recover
002027.png,DOC002,1,152,0,-0.12,the
002028.png,DOC002,1,153,0,-0.12,embedded
002029.png,DOC002,1,154,0,-0.12,cryptographic
002030.png,DOC002,1,155,0,-0.12,QUESTION
002031.png,DOC002,1,156,0,-0.12,The
002032.png,DOC002,1,157,0,-0.12,rapid
002033.png,DOC002,1,158,0,-0.12,advancement
002034.png,DOC002,1,159,0,-0.12,of
002035.png,DOC002,1,160,0,-0.12,artificial
002036.png,DOC002,1,161,0,-0.12,intelligence
002037.png,DOC002,1,162,0,-0.12,and
002038.png,DOC002,1,163,1,0.12,machine
002039.png,DOC002,1,164,0,-0.12,has
002040.png,DOC002,1,165,0,-0.12,fundamentally
002041.png,DOC002,1,166,0,-0.12,altered
002042.png,DOC002,1,167,0,-0.12,the
002043.png,DOC002,1,168,0,-0.12,landscape
002044.png,DOC002,1,169,0,-0.12,of
002045.png,DOC002,1,170,0,-0.12,modern
002046.png,DOC002,1,171,0,-0.12,computing.
002047.png,DOC002,1,172,1,0.12,When
002048.png,DOC002,1,173,0,-0.12,scalable
002049.png,DOC002,1,174,0,-0.12,distributed
002050.png,DOC002,1,175,0,-0.12,"systems,"
002051.png,DOC002,1,176,0,-0.12,engineers
002052.png,DOC002,1,177,0,-0.12,must
002053.png,DOC002,1,178,1,0.12,carefully
002054.png,DOC002,1,179,0,-0.12,consider
002055.png,DOC002,1,180,0,-0.12,the
002056.png,DOC002,1,181,0,-0.12,between
002057.png,DOC002,1,182,0,-0.12,"latency,"
002058.png,DOC002,1,183,0,-0.12,"throughput,"
002059.png,DOC002,1,184,0,-0.12,and
002060.png,DOC002,1,185,0,-0.12,fault
002061.png,DOC002,1,186,0,-0.12,tolerance.
002062.png,DOC002,1,187,0,-0.12,In
002063.png,DOC002,1,188,0,-0.12,the
002064.png,DOC002,1,189,0,-0.12,context
002065.png,DOC002,1,190,0,-0.12,of
002066.png,DOC002,1,191,1,0.12,"steganography,"
002067.png,DOC002,1,192,0,-0.12,the
002068.png,DOC002,1,193,0,-0.12,primary
002069.png,DOC002,1,194,0,-0.12,challenge
002070.png,DOC002,1,195,0,-0.12,is
002071.png,DOC002,1,196,0,-0.12,overcoming
002072.png,DOC002,1,197,1,0.12,the
002073.png,DOC002,1,198,1,0.12,physical
002074.png,DOC002,1,199,0,-0.12,channel
002075.png,DOC002,1,200,0,-0.12,introduced
002076.png,DOC002,1,201,0,-0.12,by
002077.png,DOC002,1,202,1,0.12,printers
002078.png,DOC002,1,203,0,-0.12,and
002079.png,DOC002,1,204,0,-0.12,smartphone
002080.png,DOC002,1,205,0,-0.12,cameras.
002081.png,DOC002,1,206,1,0.12,This
002082.png,DOC002,1,207,0,-0.12,requires
002083.png,DOC002,1,208,0,-0.12,highly
002084.png,DOC002,1,209,1,0.12,error
002085.png,DOC002,1,210,1,0.12,correction
002086.png,DOC002,1,211,0,-0.12,"mechanisms,"
002087.png,DOC002,1,212,1,0.12,such
002088.png,DOC002,1,213,0,-0.12,as
002089.png,DOC002,1,214,0,-0.12,Reed-Solomon
002090.png,DOC002,1,215,1,0.12,"coding,"
002091.png,DOC002,1,216,0,-0.12,combined
002092.png,DOC002,1,217,0,-0.12,deep
002093.png,DOC002,1,218,1,0.12,learning-based
002094.png,DOC002,1,219,0,-0.12,document
002095.png,DOC002,1,220,0,-0.12,dewarping
002096.png,DOC002,1,221,0,-0.12,and
002097.png,DOC002,1,222,1,0.12,residual
002098.png,DOC002,1,223,1,0.12,feature
002099.png,DOC002,1,224,1,0.12,extraction
002100.png,DOC002,1,225,0,-0.12,reliably
002101.png,DOC002,1,226,0,-0.12,recover
002102.png,DOC002,1,227,0,-0.12,the
002103.png,DOC002,1,228,0,-0.12,embedded
002104.png,DOC002,1,229,0,-0.12,cryptographic
002105.png,DOC002,1,230,1,0.12,QUESTION
002106.png,DOC002,1,231,0,-0.12,The
002107.png,DOC002,1,232,1,0.12,rapid
002108.png,DOC002,1,233,0,-0.12,advancement
002109.png,DOC002,1,234,0,-0.12,of
002110.png,DOC002,1,235,1,0.12,artificial
002111.png,DOC002,1,236,0,-0.12,intelligence
002112.png,DOC002,1,237,1,0.12,and
002113.png,DOC002,1,238,0,-0.12,machine
002114.png,DOC002,1,239,0,-0.12,has
002115.png,DOC002,1,240,0,-0.12,fundamentally
002116.png,DOC002,1,241,0,-0.12,altered
002117.png,DOC002,1,242,0,-0.12,the
002118.png,DOC002,1,243,0,-0.12,landscape
002119.png,DOC002,1,244,0,-0.12,of
002120.png,DOC002,1,245,1,0.12,modern
002121.png,DOC002,1,246,0,-0.12,computing.
002122.png,DOC002,1,247,0,-0.12,When
002123.png,DOC002,1,248,0,-0.12,scalable
002124.png,DOC002,1,249,0,-0.12,distributed
002125.png,DOC002,1,250,0,-0.12,"systems,"
002126.png,DOC002,1,251,0,-0.12,engineers
002127.png,DOC002,1,252,0,-0.12,must
002128.png,DOC002,1,253,1,0.12,carefully
002129.png,DOC002,1,254,0,-0.12,consider
002130.png,DOC002,1,255,0,-0.12,the
002131.png,DOC002,1,256,0,-0.12,between
002132.png,DOC002,1,257,1,0.12,"latency,"
002133.png,DOC002,1,258,1,0.12,"throughput,"
002134.png,DOC002,1,259,0,-0.12,and
002135.png,DOC002,1,260,0,-0.12,fault
002136.png,DOC002,1,261,1,0.12,tolerance.
002137.png,DOC002,1,262,0,-0.12,In
002138.png,DOC002,1,263,0,-0.12,the
002139.png,DOC002,1,264,0,-0.12,context
002140.png,DOC002,1,265,0,-0.12,of
002141.png,DOC002,1,266,1,0.12,"steganography,"
002142.png,DOC002,1,267,0,-0.12,the
002143.png,DOC002,1,268,0,-0.12,primary
002144.png,DOC002,1,269,1,0.12,challenge
002145.png,DOC002,1,270,0,-0.12,is
002146.png,DOC002,1,271,0,-0.12,overcoming
002147.png,DOC002,1,272,0,-0.12,the
002148.png,DOC002,1,273,0,-0.12,physical
002149.png,DOC002,1,274,0,-0.12,channel
002150.png,DOC002,1,275,0,-0.12,introduced
002151.png,DOC002,1,276,0,-0.12,by
002152.png,DOC002,1,277,0,-0.12,printers
002153.png,DOC002,1,278,1,0.12,and
002154.png,DOC002,1,279,0,-0.12,smartphone
002155.png,DOC002,1,280,1,0.12,cameras.
002156.png,DOC002,1,281,0,-0.12,This
002157.png,DOC002,1,282,1,0.12,requires
002158.png,DOC002,1,283,0,-0.12,highly
002159.png,DOC002,1,284,0,-0.12,error
002160.png,DOC002,1,285,1,0.12,correction
002161.png,DOC002,1,286,0,-0.12,"mechanisms,"
002162.png,DOC002,1,287,0,-0.12,such
002163.png,DOC002,1,288,0,-0.12,as
002164.png,DOC002,1,289,0,-0.12,Reed-Solomon
002165.png,DOC002,1,290,0,-0.12,"coding,"
002166.png,DOC002,1,291,0,-0.12,combined
002167.png,DOC002,1,292,1,0.12,deep
002168.png,DOC002,1,293,1,0.12,learning-based
002169.png,DOC002,1,294,0,-0.12,document
002170.png,DOC002,1,295,1,0.12,dewarping
002171.png,DOC002,1,296,0,-0.12,and
002172.png,DOC002,1,297,1,0.12,residual
002173.png,DOC002,1,298,1,0.12,feature
002174.png,DOC002,1,299,0,-0.12,extraction
002175.png,DOC002,1,300,0,-0.12,reliably
002176.png,DOC002,1,301,0,-0.12,recover
002177.png,DOC002,1,302,1,0.12,the
002178.png,DOC002,1,303,1,0.12,embedded
002179.png,DOC002,1,304,1,0.12,cryptographic
002180.png,DOC002,1,305,0,-0.12,QUESTION
002181.png,DOC002,1,306,0,-0.12,The
002182.png,DOC002,1,307,0,-0.12,rapid
002183.png,DOC002,1,308,0,-0.12,advancement
002184.png,DOC002,1,309,0,-0.12,of
002185.png,DOC002,1,310,1,0.12,artificial
002186.png,DOC002,1,311,1,0.12,intelligence
002187.png,DOC002,1,312,0,-0.12,and
002188.png,DOC002,1,313,0,-0.12,machine
002189.png,DOC002,1,314,0,-0.12,has
002190.png,DOC002,1,315,0,-0.12,fundamentally
002191.png,DOC002,1,316,1,0.12,altered
002192.png,DOC002,1,317,0,-0.12,the
002193.png,DOC002,1,318,0,-0.12,landscape
002194.png,DOC002,1,319,0,-0.12,of
002195.png,DOC002,1,320,0,-0.12,modern
002196.png,DOC002,1,321,0,-0.12,computing.
002197.png,DOC002,1,322,1,0.12,When
002198.png,DOC002,1,323,1,0.12,scalable
002199.png,DOC002,1,324,0,-0.12,distributed
002200.png,DOC002,1,325,0,-0.12,"systems,"
002201.png,DOC002,1,326,0,-0.12,engineers
002202.png,DOC002,1,327,0,-0.12,must
002203.png,DOC002,1,328,0,-0.12,carefully
002204.png,DOC002,1,329,1,0.12,consider
002205.png,DOC002,1,330,0,-0.12,the
002206.png,DOC002,1,331,0,-0.12,between
002207.png,DOC002,1,332,0,-0.12,"latency,"
002208.png,DOC002,1,333,1,0.12,"throughput,"
002209.png,DOC002,1,334,0,-0.12,and
002210.png,DOC002,1,335,1,0.12,fault
002211.png,DOC002,1,336,1,0.12,tolerance.
002212.png,DOC002,1,337,0,-0.12,In
002213.png,DOC002,1,338,1,0.12,the
002214.png,DOC002,1,339,0,-0.12,context
002215.png,DOC002,1,340,1,0.12,of
002216.png,DOC002,1,341,1,0.12,"steganography,"
002217.png,DOC002,1,342,1,0.12,the
002218.png,DOC002,1,343,0,-0.12,primary
002219.png,DOC002,1,344,1,0.12,challenge
002220.png,DOC002,1,345,1,0.12,is
002221.png,DOC002,1,346,1,0.12,overcoming
002222.png,DOC002,1,347,1,0.12,the
002223.png,DOC002,1,348,1,0.12,physical
002224.png,DOC002,1,349,0,-0.12,channel
002225.png,DOC002,1,350,1,0.12,introduced
002226.png,DOC002,1,351,0,-0.12,by
002227.png,DOC002,1,352,0,-0.12,printers
002228.png,DOC002,1,353,1,0.12,and
002229.png,DOC002,1,354,0,-0.12,smartphone
002230.png,DOC002,1,355,1,0.12,cameras.
002231.png,DOC002,1,356,0,-0.12,This
002232.png,DOC002,1,357,0,-0.12,requires
002233.png,DOC002,1,358,1,0.12,highly
002234.png,DOC002,1,359,1,0.12,error
002235.png,DOC002,1,360,0,-0.12,correction
002236.png,DOC002,1,361,1,0.12,"mechanisms,"
002237.png,DOC002,1,362,0,-0.12,such
002238.png,DOC002,1,363,0,-0.12,as
002239.png,DOC002,1,364,0,-0.12,Reed-Solomon
002240.png,DOC002,1,365,1,0.12,"coding,"
002241.png,DOC002,1,366,1,0.12,combined
002242.png,DOC002,1,367,0,-0.12,deep
002243.png,DOC002,1,368,0,-0.12,learning-based
002244.png,DOC002,1,369,1,0.12,document
002245.png,DOC002,1,370,0,-0.12,dewarping
002246.png,DOC002,1,371,0,-0.12,and
002247.png,DOC002,1,372,1,0.12,residual
002248.png,DOC002,1,373,0,-0.12,feature
002249.png,DOC002,1,374,1,0.12,extraction
002250.png,DOC002,2,0,1,0.12,CONFIDENTIAL
002251.png,DOC002,2,1,0,-0.12,ENGINEERING
002252.png,DOC002,2,2,0,-0.12,EXAM
002253.png,DOC002,2,3,0,-0.12,-
002254.png,DOC002,2,4,0,-0.12,PAGE
002255.png,DOC002,2,5,1,0.12,QUESTION
002256.png,DOC002,2,6,0,-0.12,The
002257.png,DOC002,2,7,0,-0.12,rapid
002258.png,DOC002,2,8,0,-0.12,advancement
002259.png,DOC002,2,9,0,-0.12,of
002260.png,DOC002,2,10,0,-0.12,artificial
002261.png,DOC002,2,11,0,-0.12,intelligence
002262.png,DOC002,2,12,0,-0.12,and
002263.png,DOC002,2,13,0,-0.12,machine
002264.png,DOC002,2,14,1,0.12,has
002265.png,DOC002,2,15,0,-0.12,fundamentally
002266.png,DOC002,2,16,0,-0.12,altered
002267.png,DOC002,2,17,0,-0.12,the
002268.png,DOC002,2,18,1,0.12,landscape
002269.png,DOC002,2,19,1,0.12,of
002270.png,DOC002,2,20,0,-0.12,modern
002271.png,DOC002,2,21,1,0.12,computing.
002272.png,DOC002,2,22,1,0.12,When
002273.png,DOC002,2,23,0,-0.12,scalable
002274.png,DOC002,2,24,0,-0.12,distributed
002275.png,DOC002,2,25,1,0.12,"systems,"
002276.png,DOC002,2,26,0,-0.12,engineers
002277.png,DOC002,2,27,1,0.12,must
002278.png,DOC002,2,28,1,0.12,carefully
002279.png,DOC002,2,29,0,-0.12,consider
002280.png,DOC002,2,30,1,0.12,the
002281.png,DOC002,2,31,0,-0.12,between
002282.png,DOC002,2,32,0,-0.12,"latency,"
002283.png,DOC002,2,33,1,0.12,"throughput,"
002284.png,DOC002,2,34,1,0.12,and
002285.png,DOC002,2,35,1,0.12,fault
002286.png,DOC002,2,36,1,0.12,tolerance.
002287.png,DOC002,2,37,0,-0.12,In
002288.png,DOC002,2,38,0,-0.12,the
002289.png,DOC002,2,39,0,-0.12,context
002290.png,DOC002,2,40,0,-0.12,of
002291.png,DOC002,2,41,0,-0.12,"steganography,"
002292.png,DOC002,2,42,1,0.12,the
002293.png,DOC002,2,43,1,0.12,primary
002294.png,DOC002,2,44,0,-0.12,challenge
002295.png,DOC002,2,45,1,0.12,is
002296.png,DOC002,2,46,0,-0.12,overcoming
002297.png,DOC002,2,47,1,0.12,the
002298.png,DOC002,2,48,0,-0.12,physical
002299.png,DOC002,2,49,0,-0.12,channel
002300.png,DOC002,2,50,0,-0.12,introduced
002301.png,DOC002,2,51,0,-0.12,by
002302.png,DOC002,2,52,1,0.12,printers
002303.png,DOC002,2,53,1,0.12,and
002304.png,DOC002,2,54,1,0.12,smartphone
002305.png,DOC002,2,55,1,0.12,cameras.
002306.png,DOC002,2,56,0,-0.12,This
002307.png,DOC002,2,57,0,-0.12,requires
002308.png,DOC002,2,58,0,-0.12,highly
002309.png,DOC002,2,59,0,-0.12,error
002310.png,DOC002,2,60,1,0.12,correction
002311.png,DOC002,2,61,0,-0.12,"mechanisms,"
002312.png,DOC002,2,62,1,0.12,such
002313.png,DOC002,2,63,1,0.12,as
002314.png,DOC002,2,64,0,-0.12,Reed-Solomon
002315.png,DOC002,2,65,1,0.12,"coding,"
002316.png,DOC002,2,66,1,0.12,combined
002317.png,DOC002,2,67,0,-0.12,deep
002318.png,DOC002,2,68,0,-0.12,learning-based
002319.png,DOC002,2,69,1,0.12,document
002320.png,DOC002,2,70,1,0.12,dewarping
002321.png,DOC002,2,71,1,0.12,and
002322.png,DOC002,2,72,0,-0.12,residual
002323.png,DOC002,2,73,0,-0.12,feature
002324.png,DOC002,2,74,0,-0.12,extraction
002325.png,DOC002,2,75,0,-0.12,reliably
002326.png,DOC002,2,76,0,-0.12,recover
002327.png,DOC002,2,77,1,0.12,the
002328.png,DOC002,2,78,0,-0.12,embedded
002329.png,DOC002,2,79,1,0.12,cryptographic
002330.png,DOC002,2,80,0,-0.12,QUESTION
002331.png,DOC002,2,81,0,-0.12,The
002332.png,DOC002,2,82,1,0.12,rapid
002333.png,DOC002,2,83,0,-0.12,advancement
002334.png,DOC002,2,84,0,-0.12,of
002335.png,DOC002,2,85,0,-0.12,artificial
002336.png,DOC002,2,86,0,-0.12,intelligence
002337.png,DOC002,2,87,0,-0.12,and
002338.png,DOC002,2,88,0,-0.12,machine
002339.png,DOC002,2,89,1,0.12,has
002340.png,DOC002,2,90,0,-0.12,fundamentally
002341.png,DOC002,2,91,0,-0.12,altered
002342.png,DOC002,2,92,0,-0.12,the
002343.png,DOC002,2,93,0,-0.12,landscape
002344.png,DOC002,2,94,1,0.12,of
